Type de logement,Zonage (Classification),Façade (en pieds),Superficie du lot (pieds²),Type de route,Forme du lot,Topographie du terrain,Services publics disponibles,Configuration du lot,Inclinaison du terrain,Quartier,Proximité (1ère condition),Proximité (2e condition),Type de bâtiment,Style de maison,Qualité globale,État général,Style de toit,Matériau du toit,Revêtement extérieur (1),Revêtement extérieur (2),Type de parement en maçonnerie,Surface de parement (pieds²),Qualité extérieure,État extérieur,Type de fondation,Qualité du sous-sol,État général du sous-sol,Exposition du sous-sol,Type de finition sous-sol (1),Surface non finie sous-sol,Type de chauffage,Qualité du chauffage,Climatisation centrale,Système électrique,Surface finie basse qualité (pieds²),Chambres (hors sous-sol),Cuisines (hors sous-sol),Qualité de la cuisine,Total des pièces (hors sous-sol),Fonctionnalité globale,Nombre de cheminées,Qualité de la cheminée,Type de garage,Finition intérieure du garage,Capacité du garage (voitures),Qualité du garage,Allée pavée,Surface de la piscine (pieds²),Valeur des caractéristiques supplémentaires,Mois de vente,Type de vente,Condition de la vente,Prix de vente,Âge de la maison,Rénovation de la maison,Surface totale (pieds²),Surface totale,Total des salles de bain,Surface totale des porches (pieds²)
1 ÉTAGE 1945 ET PLUS ANCIEN,Résidentiel densité moyenne,70.0,5684,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Vieille Ville,Normale,Normale,Maison individuelle,Un étage,Au-dessus de la moyenne,Très bon,Pente,Bardeau composite standard,Revêtement en bois,Revêtement en bois,Aucune,0.0,Moyen,Moyen,BrkTil,Moyen,Moyen,Aucune exposition,Non fini,813,Chauffage à gaz,Excellent,Oui,Fusibles anciens,0,2,1,Bon,5,Typ,0,Pas de cheminée,Détaché de la maison,Non aménagé,1,Médiocre,Gravier/Terre,0,0,Juin,Acte de garantie - Conventionnel,Vente normale,11.608244735642321,76,1,813,1626,1.0,113
1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,62.0,70761,Pavé,Légèrement irrégulier,Dépression,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente modérée,Clear Creek,Normale,Normale,Maison individuelle,Un étage,Bon,Moyenne,Pignon,Bardeau en bois,Contreplaqué,Contreplaqué,Aucune,0.0,Moyen,Moyen,CBlock,Bon,Moyen,Bonne exposition,Fini - Moyenne,878,Chauffage à gaz,Moyen,Oui,Disjoncteurs,0,2,1,Bon,5,Typ,2,Moyen - Préfabriquée ou en maçonnerie au sous-sol,Attaché à la maison,Non aménagé,2,Moyen,Pavé,0,0,Décembre,Acte de garantie - Conventionnel,Vente normale,12.54254845357358,31,31,2188,3066,3.0,254
2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel basse densité,0.0,9303,Pavé,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot d'angle,Pente douce,Timberland,Normale,Normale,Maison individuelle,Deux étages,Au-dessus de la moyenne,Moyenne,Pente,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Briques en façade,42.0,Bon,Moyen,PConc,Excellent,Moyen,Aucune exposition,Fini - Moyenne,130,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,3,1,Moyen,7,Typ,0,Pas de cheminée,Attaché à la maison,Aménagé,2,Moyen,Pavé,0,0,Juillet,Acte de garantie - Conventionnel,Vente normale,12.225880174775122,11,10,2498,2628,3.5,266
2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel flottant,75.0,9000,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Somerset,Normale,Normale,Maison individuelle,Deux étages,Très bon,Moyenne,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Aucune,0.0,Bon,Moyen,PConc,Bon,Moyen,Aucune exposition,Non fini,768,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,3,1,Bon,6,Typ,0,Pas de cheminée,Attaché à la maison,Partiellement aménagé,2,Moyen,Pavé,0,0,Juin,Acte de garantie - Conventionnel,Vente normale,12.25486757159303,1,1,1590,2358,2.5,30
DUPLEX - TOUS STYLES ET ÂGES,Résidentiel basse densité,63.0,9297,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Mitchell,Normale,Normale,Duplex,Un étage,Moyenne,Moyenne,Pignon,Bardeau composite standard,Contreplaqué,Contreplaqué,Aucune,0.0,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Fini - Moyenne,122,Chauffage à gaz,Moyen,Oui,Disjoncteurs,0,4,2,Moyen,8,Typ,0,Pas de cheminée,Détaché de la maison,Non aménagé,2,Moyen,Pavé,0,0,Juillet,Acte de garantie - Conventionnel,Vente entre membres de la famille,12.144202560946876,30,30,3334,3456,4.0,0
1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,80.0,9600,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Northwest Ames,Normale,Normale,Maison individuelle,Un étage,Bon,Au-dessus de la moyenne,Pente,Bardeau composite standard,Panneau dur,Panneau dur,Briques en façade,320.0,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Fini - Moyenne,326,Chauffage à gaz,Médiocre,Oui,Disjoncteurs,0,3,1,Moyen,6,Typ,1,Moyen - Préfabriquée ou en maçonnerie au sous-sol,Attaché à la maison,Non aménagé,2,Moyen,Pavé,0,0,Septembre,Acte de garantie - Conventionnel,Vente normale,12.075400019877522,34,34,2158,2484,1.5,0
2 ÉTAGES 1945 ET PLUS ANCIEN,Résidentiel densité moyenne,34.0,4571,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Vieille Ville,Normale,Normale,Maison individuelle,Deux étages,Moyenne,Moyenne,Pignon,Bardeau composite standard,Bardeaux en amiante,Bardeaux en amiante,Aucune,0.0,Moyen,Moyen,BrkTil,Moyen,Moyen,Aucune exposition,Non fini,624,Chauffage à gaz,Médiocre,Non,Disjoncteurs,0,4,1,Moyen,7,Typ,0,Pas de cheminée,Détaché de la maison,Non aménagé,3,Médiocre,Pavé,0,0,Mai,Acte de l'officier judiciaire/Etat,Vente anormale,11.49273296168228,92,58,1344,1968,1.0,96
1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,0.0,53227,Pavé,Légèrement irrégulier,Dépression,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Cul-de-sac,Pente modérée,Clear Creek,Normale,Normale,Maison individuelle,Un étage,En dessous de la moyenne,Au-dessus de la moyenne,Plat,Gravier et bitume,Contreplaqué,Contreplaqué,Aucune,0.0,Moyen,Moyen,CBlock,Bon,Moyen,Bonne exposition,Partiellement fini,248,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,2,1,Bon,6,Min1,2,Bon - Cheminée en maçonnerie au rez-de-chaussée,Attaché à la maison,Aménagé,2,Moyen,Pavé,0,0,Mars,Acte de garantie - Conventionnel,Vente normale,12.45293662970407,54,14,2779,3027,2.0,361
2 ÉTAGES 1945 ET PLUS ANCIEN,Résidentiel densité moyenne,0.0,5100,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Vieille Ville,Normale,Normale,Maison individuelle,Deux étages,Très bon,Bon,Pente,Bardeau composite standard,Stuc,Bardeaux en bois,Aucune,0.0,Moyen,Bon,PConc,Moyen,Moyen,Aucune exposition,Non fini,588,Chauffage à gaz,Médiocre,Oui,Disjoncteurs,0,3,1,Bon,7,Typ,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,Détaché de la maison,Non aménagé,1,Moyen,Pavé,0,0,Juin,Acte de garantie - Conventionnel,Vente normale,11.989165855127435,83,12,1666,2254,1.0,255
1 ÉTAGE ET DEMI - AMÉNAGÉ - TOUS ÂGES,Résidentiel basse densité,0.0,7015,Pavé,Légèrement irrégulier,Bordure - Montée rapide,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot d'angle,Pente douce,Brookside,Normale,Normale,Maison individuelle,"Un étage et demi, aménagé",Moyenne,En dessous de la moyenne,Pignon,Bardeau composite standard,Revêtement métallique,Revêtement métallique,Briques communes,161.0,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Fini - Qualité inférieure,524,Chauffage à gaz,Moyen,Oui,Disjoncteurs,0,3,1,Bon,5,Typ,1,Moyen - Préfabriquée ou en maçonnerie au sous-sol,Détaché de la maison,Non aménagé,1,Moyen,Pavé,0,0,Juillet,Acte de garantie - Conventionnel,Vente normale,11.608244735642321,59,59,1388,1912,2.0,248
2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel flottant,75.0,8004,Pavé,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Somerset,Adjacente à une voie ferrée nord-sud,Normale,Maison individuelle,Deux étages,Très bon,Moyenne,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Pierre,110.0,Bon,Moyen,PConc,Bon,Moyen,Aucune exposition,Fini - Excellent,288,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,3,1,Moyen,8,Typ,0,Pas de cheminée,"Garage intégré (fait partie de la maison, souvent avec une pièce au-dessus)",Aménagé,2,Moyen,Pavé,0,0,Décembre,Maison neuve construite et vendue,Maison incomplète,12.481565733211923,0,0,2479,2767,3.5,150
2 ÉTAGES 1945 ET PLUS ANCIEN,Résidentiel basse densité,60.0,7200,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Sud et Ouest de l'Université d'État de l'Iowa,Proche d'une route secondaire,Normale,Maison individuelle,Deux étages,Bon,Excellent,Pignon,Bardeau composite standard,Revêtement en bois,Revêtement en bois,Aucune,0.0,Bon,Bon,PConc,Bon,Bon,Aucune exposition,Fini - Moyenne,0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,3,1,Bon,6,Typ,0,Pas de cheminée,Détaché de la maison,Partiellement aménagé,2,Moyen,Pavé,0,0,Avril,Acte de garantie - Conventionnel,Vente normale,11.951186847493476,73,2,1695,1695,2.0,256
1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,60.0,8281,Pavé,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Sawyer,Normale,Normale,Maison individuelle,Un étage,Moyenne,Moyenne,Pignon,Bardeau composite standard,Revêtement métallique,Revêtement métallique,Aucune,0.0,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Fini - Salle de jeux,0,Chauffage à gaz,Bon,Oui,Disjoncteurs,0,3,1,Moyen,5,Typ,1,Mauvais - Poêle de type Ben Franklin,Détaché de la maison,Non aménagé,1,Moyen,Pavé,0,0,Décembre,Acte de garantie - Conventionnel,Vente normale,11.04106411122238,44,44,1728,1728,1.0,236
2 ÉTAGES 1945 ET PLUS ANCIEN,Résidentiel basse densité,74.0,11988,Pavé,Légèrement irrégulier,En pente - Forte inclinaison,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente modérée,Crawford,Normale,Normale,Maison individuelle,Deux étages,Au-dessus de la moyenne,Bon,Pente,Bardeau composite standard,Stuc,Stuc,Aucune,0.0,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Fini - Qualité inférieure,389,Chauffage à gaz,Médiocre,Oui,Fusibles anciens,0,3,1,Moyen,6,Typ,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,Détaché de la maison,Non aménagé,1,Moyen,Pavé,0,0,Août,Acte de garantie - Conventionnel,Vente normale,12.147919030759663,74,13,1986,2375,1.5,0
1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,60.0,8430,Pavé,Régulier,En pente - Forte inclinaison,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente modérée,College Creek,Normale,Normale,Maison individuelle,Un étage,Moyenne,Moyenne,Pignon,Bardeau composite standard,Panneau dur,Panneau dur,Briques en façade,136.0,Moyen,Moyen,CBlock,Bon,Moyen,Aucune exposition,Fini - Salle de jeux,424,Chauffage à gaz,Moyen,Oui,Disjoncteurs,0,3,1,Moyen,5,Typ,0,Pas de cheminée,Pas de garage,Pas de garage,0,Non applicable,Pavé,0,0,Août,Acte de garantie - Conventionnel,Vente normale,11.728044909070785,31,31,1656,2080,2.0,0
1 ÉTAGE PUD (Lotissement planifié) - 1946 ET PLUS RÉCENT,Résidentiel densité moyenne,0.0,3072,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Bloomington Heights,Normale,Normale,Maison de ville (bout),Un étage,Bon,Moyenne,Pente,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Briques en façade,18.0,Bon,Moyen,PConc,Bon,Moyen,Aucune exposition,Non fini,1375,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,2,1,Bon,6,Typ,1,Moyen - Préfabriquée ou en maçonnerie au sous-sol,Attaché à la maison,Aménagé,2,Moyen,Pavé,0,0,Mai,Acte de garantie - Conventionnel,Vente normale,12.093693109638318,2,2,1414,2789,2.0,164
1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,85.0,10628,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,North Ames,Normale,Normale,Maison individuelle,Un étage,Bon,Moyenne,Plat,Gravier et bitume,Contreplaqué,Contreplaqué,Aucune,0.0,Moyen,Bon,CBlock,Moyen,Bon,Bonne exposition,Fini - Excellent,499,Chauffage à gaz,Moyen,Oui,Disjoncteurs,0,2,1,Moyen,5,Typ,1,Mauvais - Poêle de type Ben Franklin,Attaché à la maison,Non aménagé,2,Moyen,Pavé,0,0,Avril,Acte de garantie - Conventionnel,Vente normale,12.025755079404917,37,37,2055,2554,2.0,176
2 ÉTAGES 1945 ET PLUS ANCIEN,Résidentiel basse densité,79.0,9480,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,North Ames,Proche d'une artère principale,Normale,Maison individuelle,Deux étages,Moyenne,Bon,Pignon,Bardeau composite standard,Revêtement métallique,Revêtement métallique,Pierre,224.0,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Fini - Qualité inférieure,342,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,3,1,Bon,7,Typ,2,Bon - Cheminée en maçonnerie au rez-de-chaussée,Attaché à la maison,Non aménagé,1,Moyen,Pavé,0,0,Juin,Acte de garantie - Conventionnel,Vente normale,11.89478753335453,65,12,2030,2372,1.5,168
1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,98.0,11428,Pavé,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Northridge Heights,Normale,Normale,Maison individuelle,Un étage,Très bon,Moyenne,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Pierre,248.0,Bon,Moyen,PConc,Bon,Moyen,Aucune exposition,Non fini,1626,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,3,1,Bon,7,Typ,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,Attaché à la maison,Partiellement aménagé,3,Moyen,Pavé,0,0,Mai,Acte de garantie - Conventionnel,Vente normale,12.429220196836383,1,1,1634,3260,2.0,44
2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel basse densité,76.0,9291,Pavé,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot d'angle,Pente douce,Sawyer Ouest,À moins de 200 pieds d'une voie ferrée est-ouest,Normale,Maison individuelle,Deux étages,Au-dessus de la moyenne,Moyenne,Pignon,Bardeau composite standard,Panneau dur,Panneau dur,Briques en façade,120.0,Bon,Moyen,PConc,Bon,Moyen,Aucune exposition,Fini - Excellent,406,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,3,1,Bon,7,Typ,0,Pas de cheminée,Attaché à la maison,Partiellement aménagé,2,Moyen,Pavé,0,0,Juin,Acte de garantie - Conventionnel,Vente normale,12.138869243416009,15,15,2136,2542,2.5,214
1 ÉTAGE PUD (Lotissement planifié) - 1946 ET PLUS RÉCENT,Résidentiel basse densité,0.0,6820,Pavé,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot d'angle,Pente douce,Stone Brook,Normale,Normale,Maison de ville (bout),Un étage,Très bon,Moyenne,Pignon,Bardeau composite standard,Panneau dur,Panneau dur,Aucune,0.0,Bon,Moyen,PConc,Bon,Moyen,Exposition au niveau moyen,Fini - Excellent,0,Chauffage à gaz,Moyen,Oui,Disjoncteurs,0,1,1,Bon,4,Typ,0,Pas de cheminée,Attaché à la maison,Partiellement aménagé,2,Moyen,Pavé,0,0,Juin,Acte de garantie - Conventionnel,Vente normale,12.264346270624157,25,25,2990,2990,2.5,194
2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel basse densité,92.0,11952,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Northwest Ames,Adjacente à un espace vert ou parc,Normale,Maison individuelle,Deux étages,Bon,Au-dessus de la moyenne,Mansardé,Bardeau de bois,Bardeaux en bois,Contreplaqué,Aucune,0.0,Moyen,Moyen,CBlock,Bon,Moyen,Aucune exposition,Non fini,808,Chauffage à gaz,Moyen,Oui,Disjoncteurs,0,3,1,Moyen,8,Typ,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,Attaché à la maison,Partiellement aménagé,2,Moyen,Pavé,0,0,Novembre,Acte de garantie - Conventionnel,Vente normale,12.154784614286667,30,30,1969,2777,2.5,276
PUD MULTI-NIVEAUX - INCLUT NIVEAUX DIVISÉS,Résidentiel densité moyenne,35.0,3675,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Edwards,Normale,Normale,Maison de ville (bout),Niveaux divisés,Au-dessus de la moyenne,Moyenne,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Briques en façade,80.0,Moyen,Moyen,PConc,Bon,Moyen,Bonne exposition,Fini - Excellent,88,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,2,1,Moyen,5,Typ,0,Pas de cheminée,Garage au sous-sol,Partiellement aménagé,2,Moyen,Pavé,0,0,Juin,Acte de garantie - Conventionnel,Vente normale,11.904974309480183,3,3,1531,1619,2.0,28
1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,110.0,14977,Pavé,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Northridge Heights,Normale,Normale,Maison individuelle,Un étage,Très bon,Moyenne,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Briques en façade,304.0,Bon,Moyen,PConc,Excellent,Moyen,Bonne exposition,Fini - Excellent,626,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,2,1,Bon,7,Typ,1,Excellent - Cheminée en maçonnerie exceptionnelle,Attaché à la maison,Partiellement aménagé,3,Moyen,Pavé,0,0,Juillet,Maison neuve construite et vendue,Maison incomplète,12.994532278619134,1,0,3326,3952,3.0,313
1 ÉTAGE PUD (Lotissement planifié) - 1946 ET PLUS RÉCENT,Résidentiel basse densité,41.0,5330,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Stone Brook,Normale,Normale,Maison de ville (bout),Un étage,Très bon,Moyenne,Pignon,Bardeau composite standard,Panneau de ciment,Panneau de ciment,Aucune,0.0,Bon,Moyen,PConc,Bon,Moyen,Exposition au niveau moyen,Fini - Excellent,298,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,2,1,Excellent,6,Typ,0,Pas de cheminée,Attaché à la maison,Partiellement aménagé,2,Moyen,Pavé,0,0,Août,Acte de garantie - Conventionnel,Vente normale,12.433212202169729,7,7,2848,3146,3.0,144
1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,80.0,8480,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot d'angle,Pente douce,Sawyer,Normale,Normale,Maison individuelle,Un étage,Moyenne,Au-dessus de la moyenne,Pente,Bardeau composite standard,Panneau dur,Panneau dur,Aucune,0.0,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Fini - Excellent,340,Chauffage à gaz,Moyen,Oui,Disjoncteurs,0,2,1,Moyen,5,Typ,0,Pas de cheminée,Détaché de la maison,Non aménagé,2,Moyen,Pavé,0,0,Juillet,Acte de garantie - Conventionnel,Vente normale,11.794345471549745,44,44,1600,1940,2.0,216
1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,75.0,13125,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente modérée,College Creek,Normale,Normale,Maison individuelle,Un étage,Au-dessus de la moyenne,Moyenne,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Briques en façade,215.0,Moyen,Moyen,PConc,Bon,Moyen,Bonne exposition,Fini - Excellent,484,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,3,1,Bon,7,Typ,1,Moyen - Préfabriquée ou en maçonnerie au sous-sol,Attaché à la maison,Aménagé,2,Moyen,Pavé,0,0,Avril,Acte de garantie - Conventionnel,Vente normale,12.249615734512616,11,10,2487,2971,3.0,179
2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel basse densité,105.0,13693,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Northridge Heights,Normale,Normale,Maison individuelle,Deux étages,Excellent,Moyenne,Pente,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Briques en façade,772.0,Excellent,Moyen,PConc,Bon,Moyen,Exposition au niveau moyen,Non fini,2153,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,3,1,Excellent,9,Typ,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,"Garage intégré (fait partie de la maison, souvent avec une pièce au-dessus)",Aménagé,3,Moyen,Pavé,0,0,Mars,Acte de garantie - Conventionnel,Vente normale,12.847929163278053,1,1,2643,4796,2.5,498
1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,79.0,10637,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,College Creek,Normale,Normale,Maison individuelle,Un étage,Très bon,Moyenne,Pente,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Pierre,336.0,Bon,Moyen,PConc,Excellent,Moyen,Bonne exposition,Fini - Excellent,417,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,3,1,Bon,7,Typ,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,Attaché à la maison,Partiellement aménagé,3,Moyen,Pavé,0,0,Septembre,Acte de garantie - Conventionnel,Vente normale,12.601490784782536,2,1,3006,3423,3.0,252
1 ÉTAGE 1945 ET PLUS ANCIEN,Résidentiel densité moyenne,50.0,5925,Pavé,Régulier,Bordure - Montée rapide,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Vieille Ville,Normale,Normale,Maison individuelle,Un étage,En dessous de la moyenne,Bon,Pente,Bardeau composite standard,Stuc,Stuc,Briques communes,435.0,Moyen,Moyen,BrkTil,Médiocre,Moyen,Aucune exposition,Fini - Salle de jeux,739,Chauffage à gaz,Moyen,Oui,Disjoncteurs,0,2,1,Moyen,7,Typ,0,Pas de cheminée,Détaché de la maison,Non aménagé,2,Moyen,Pavé,0,0,Mars,Acte de garantie - Conventionnel,Allocation (propriétés liées),11.401681006153428,70,7,1299,2038,1.0,72
1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,98.0,16033,Pavé,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Double façade,Pente douce,Northridge Heights,Normale,Normale,Maison individuelle,Un étage,Excellent,Moyenne,Pente,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Briques en façade,378.0,Bon,Moyen,PConc,Excellent,Moyen,Bonne exposition,Fini - Excellent,572,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,3,1,Bon,8,Typ,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,Attaché à la maison,Aménagé,3,Moyen,Pavé,0,0,Mars,Acte de garantie - Conventionnel,Vente normale,12.694655727828803,2,1,3111,3683,3.0,631
